time	V(d)	V(nc0)	V(nc1)	V(nc2)	V(nc3)	V(vdd)	V(y)	V(z)	V(n001)	V(n002)	V(n003)	V(n004)	I(C0)	I(C1)	I(C2)	I(C3)
0.000000000000000e+00	0.000000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	4.998462e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	3.600000e-26	7.200000e-26	1.440000e-25	2.880000e-25
4.000000000000000e-20	3.600000e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.692122e+00	5.450751e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	0.000000e+00	-4.656613e-10	0.000000e+00	-1.862645e-09
7.657142857142861e-19	6.891429e-08	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.692233e+00	5.450264e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	0.000000e+00	-2.003272e-10	1.277720e-11	-8.138326e-10
1.491428571428572e-18	1.342286e-07	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.692316e+00	5.449902e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	0.000000e+00	-1.609912e-12	2.060238e-11	-2.592679e-11
2.217142857142858e-18	1.995429e-07	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.692370e+00	5.449665e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	0.000000e+00	1.304905e-10	2.347555e-11	5.010722e-10
2.942857142857145e-18	2.648572e-07	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.692395e+00	5.449554e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	0.000000e+00	1.959742e-10	2.139671e-11	7.671643e-10
3.668571428571431e-18	3.301714e-07	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.692392e+00	5.449568e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	0.000000e+00	1.948409e-10	1.436585e-11	7.723497e-10
4.394285714285716e-18	3.954857e-07	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.692360e+00	5.449707e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	0.000000e+00	1.270909e-10	2.382973e-12	5.166283e-10
5.120000000000000e-18	4.608000e-07	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.692300e+00	5.449972e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	0.000000e+00	-7.275958e-12	-1.455192e-11	0.000000e+00
5.553520640000001e-12	4.998169e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.692300e+00	5.449972e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-8.419931e-13	-8.597567e-13	-8.526513e-13	-8.242296e-13
5.556142080000000e-12	5.000528e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.685230e+00	5.482289e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-1.037392e-12	-1.051603e-12	-1.051603e-12	-1.023182e-12
5.558108160000000e-12	5.002297e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.643808e+00	5.681020e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.497736e-12	-4.476419e-12	-4.462208e-12	-4.547474e-12
5.560729600000000e-12	5.004657e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.609292e+00	5.857644e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-1.586642e-11	-1.586642e-11	-1.587352e-11	-1.585931e-11
5.565972480000000e-12	5.009375e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.574145e+00	6.049402e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-6.182610e-11	-6.182788e-11	-6.181722e-11	-6.183143e-11
5.576458240000000e-12	5.018812e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.538215e+00	6.258747e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-2.465406e-10	-2.465406e-10	-2.465406e-10	-2.465370e-10
5.597429760000000e-12	5.037687e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.502215e+00	6.483534e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-9.870686e-10	-9.870691e-10	-9.870700e-10	-9.870682e-10
5.639372800000000e-12	5.075436e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.466306e+00	6.724457e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-3.952484e-09	-3.952484e-09	-3.952484e-09	-3.952483e-09
5.723258880000000e-12	5.150933e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.430438e+00	6.983679e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-1.582068e-08	-1.582070e-08	-1.582070e-08	-1.582071e-08
5.891031040000000e-12	5.301928e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.394575e+00	7.263639e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-6.330610e-08	-6.330656e-08	-6.330679e-08	-6.330691e-08
6.226575360000000e-12	5.603918e-01	1.799997e+00	1.799999e+00	1.799999e+00	1.800000e+00	1.800000e+00	1.358713e+00	7.566978e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-2.532604e-07	-2.532753e-07	-2.532827e-07	-2.532864e-07
6.897664000000001e-12	6.207898e-01	1.799976e+00	1.799988e+00	1.799994e+00	1.799997e+00	1.800000e+00	1.322800e+00	-8.772769e-09	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-1.012702e-06	-1.013177e-06	-1.013415e-06	-1.013534e-06
8.239841280000002e-12	7.415857e-01	1.799806e+00	1.799903e+00	1.799951e+00	1.799976e+00	1.800000e+00	1.287536e+00	9.855964e-05	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.037119e-06	-4.052063e-06	-4.059586e-06	-4.063361e-06
1.092419584000000e-11	9.831776e-01	1.798479e+00	1.799224e+00	1.799608e+00	1.799803e+00	1.800000e+00	1.251827e+00	1.544864e-03	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-1.573596e-05	-1.617683e-05	-1.640906e-05	-1.652834e-05
1.629290496000000e-11	1.466361e+00	1.789273e+00	1.793922e+00	1.796717e+00	1.798285e+00	1.800000e+00	1.211295e+00	5.552826e-03	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-5.285347e-05	-6.282956e-05	-6.974968e-05	-7.397130e-05
2.000000000000000e-11	1.800000e+00	1.777308e+00	1.786106e+00	1.792036e+00	1.795670e+00	1.800000e+00	1.189860e+00	8.846573e-03	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-7.628726e-05	-1.058436e-04	-1.322533e-04	-1.516937e-04
2.741419007999999e-11	1.800000e+00	1.753440e+00	1.768037e+00	1.779567e+00	1.787828e+00	1.800000e+00	1.176703e+00	1.132722e-02	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-5.251588e-05	-8.913699e-05	-1.368322e-04	-1.867366e-04
4.224257023999999e-11	1.800000e+00	1.719767e+00	1.738181e+00	1.754736e+00	1.768882e+00	1.800000e+00	1.153375e+00	1.666438e-02	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-3.833140e-05	-7.193323e-05	-1.310772e-04	-2.221312e-04
6.224257024000000e-11	1.800000e+00	1.683521e+00	1.703971e+00	1.722742e+00	1.740197e+00	1.800000e+00	1.123297e+00	2.557176e-02	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-3.417526e-05	-6.490268e-05	-1.248617e-04	-2.368317e-04
8.224257024000001e-11	1.800000e+00	1.649706e+00	1.671985e+00	1.691837e+00	1.710474e+00	1.800000e+00	1.093672e+00	3.700383e-02	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-3.347459e-05	-6.306572e-05	-1.222944e-04	-2.387885e-04
1.022425702400000e-10	1.800000e+00	1.616145e+00	1.640613e+00	1.661451e+00	1.680726e+00	1.800000e+00	1.064551e+00	5.143527e-02	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-3.366626e-05	-6.244572e-05	-1.206991e-04	-2.372348e-04
1.222425702400000e-10	1.800000e+00	1.582185e+00	1.609471e+00	1.631445e+00	1.651252e+00	1.800000e+00	1.035892e+00	6.958974e-02	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-3.425744e-05	-6.211802e-05	-1.193372e-04	-2.343561e-04
1.422425702400000e-10	1.800000e+00	1.547451e+00	1.578465e+00	1.601797e+00	1.622182e+00	1.800000e+00	1.007797e+00	9.247494e-02	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-3.522815e-05	-6.190764e-05	-1.178472e-04	-2.307444e-04
1.622425702400000e-10	1.800000e+00	1.511518e+00	1.547548e+00	1.572546e+00	1.593604e+00	1.800000e+00	9.803570e-01	1.217430e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-3.666820e-05	-6.176492e-05	-1.161447e-04	-2.264862e-04
1.822425702400000e-10	1.800000e+00	1.473839e+00	1.516682e+00	1.543754e+00	1.565602e+00	1.800000e+00	9.536809e-01	1.604825e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-3.873030e-05	-6.170503e-05	-1.141812e-04	-2.215130e-04
2.022425702400001e-10	1.800000e+00	1.433701e+00	1.485812e+00	1.515491e+00	1.538274e+00	1.800000e+00	9.279054e-01	2.166023e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.156938e-05	-6.177911e-05	-1.119202e-04	-2.157162e-04
2.222425702400001e-10	1.800000e+00	1.390290e+00	1.454849e+00	1.487831e+00	1.511728e+00	1.800000e+00	9.031692e-01	3.319538e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.525363e-05	-6.207318e-05	-1.093538e-04	-2.090208e-04
2.247425702400001e-10	1.800000e+00	1.384568e+00	1.450966e+00	1.484425e+00	1.508476e+00	1.800000e+00	9.001623e-01	3.838162e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.576853e-05	-6.212801e-05	-1.090127e-04	-2.081268e-04
2.247617091211385e-10	1.800000e+00	1.384525e+00	1.450936e+00	1.484399e+00	1.508451e+00	1.800000e+00	9.001394e-01	3.841270e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.577254e-05	-6.212850e-05	-1.090101e-04	-2.081199e-04
2.247808480022768e-10	1.800000e+00	1.384481e+00	1.450906e+00	1.484373e+00	1.508426e+00	1.800000e+00	9.001164e-01	3.850315e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.577655e-05	-6.212898e-05	-1.090075e-04	-2.081129e-04
2.247999868834152e-10	1.800000e+00	1.384437e+00	1.450876e+00	1.484347e+00	1.508401e+00	1.800000e+00	9.000934e-01	3.865295e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.578057e-05	-6.212947e-05	-1.090048e-04	-2.081059e-04
2.248191257645536e-10	1.800000e+00	1.384393e+00	1.450847e+00	1.484321e+00	1.508376e+00	1.800000e+00	9.000704e-01	3.886212e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.578458e-05	-6.212996e-05	-1.090022e-04	-2.080989e-04
2.248382646456920e-10	1.800000e+00	1.384349e+00	1.450817e+00	1.484294e+00	1.508351e+00	1.800000e+00	9.000475e-01	3.913066e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.578859e-05	-6.213045e-05	-1.089996e-04	-2.080919e-04
2.248574035268304e-10	1.800000e+00	1.384306e+00	1.450787e+00	1.484268e+00	1.508326e+00	1.800000e+00	9.000245e-01	3.945855e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.579261e-05	-6.213094e-05	-1.089970e-04	-2.080849e-04
2.248765424079688e-10	1.800000e+00	1.384262e+00	1.450758e+00	1.484242e+00	1.508301e+00	1.800000e+00	9.000015e-01	3.984582e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.579662e-05	-6.213143e-05	-1.089943e-04	-2.080780e-04
2.248777774162086e-10	1.800000e+00	1.384259e+00	1.450756e+00	1.484241e+00	1.508300e+00	1.800000e+00	9.000000e-01	3.999496e-01	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.579688e-05	-6.213146e-05	-1.089942e-04	-2.080775e-04
2.248777869529517e-10	1.800000e+00	1.384259e+00	1.450756e+00	1.484241e+00	1.508300e+00	1.800000e+00	9.000000e-01	1.402509e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.579689e-05	-6.213147e-05	-1.089942e-04	-2.080775e-04
2.249670738167556e-10	1.800000e+00	1.384054e+00	1.450617e+00	1.484119e+00	1.508184e+00	1.800000e+00	8.998928e-01	1.411049e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.581563e-05	-6.213376e-05	-1.089819e-04	-2.080449e-04
2.250563606805595e-10	1.800000e+00	1.383850e+00	1.450478e+00	1.483997e+00	1.508068e+00	1.800000e+00	8.997856e-01	1.418248e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.583439e-05	-6.213605e-05	-1.089697e-04	-2.080122e-04
2.251456475443633e-10	1.800000e+00	1.383645e+00	1.450340e+00	1.483876e+00	1.507952e+00	1.800000e+00	8.996785e-01	1.424108e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.585316e-05	-6.213835e-05	-1.089574e-04	-2.079796e-04
2.252349344081672e-10	1.800000e+00	1.383440e+00	1.450201e+00	1.483754e+00	1.507836e+00	1.800000e+00	8.995714e-01	1.428627e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.587195e-05	-6.214067e-05	-1.089452e-04	-2.079469e-04
2.253242212719710e-10	1.800000e+00	1.383236e+00	1.450062e+00	1.483632e+00	1.507720e+00	1.800000e+00	8.994643e-01	1.431806e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.589075e-05	-6.214299e-05	-1.089329e-04	-2.079143e-04
2.254135081357749e-10	1.800000e+00	1.383031e+00	1.449923e+00	1.483511e+00	1.507604e+00	1.800000e+00	8.993572e-01	1.433646e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.590956e-05	-6.214531e-05	-1.089206e-04	-2.078816e-04
2.255027949995787e-10	1.800000e+00	1.382826e+00	1.449785e+00	1.483389e+00	1.507488e+00	1.800000e+00	8.992502e-01	1.434144e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.592839e-05	-6.214765e-05	-1.089084e-04	-2.078488e-04
2.273777949995788e-10	1.800000e+00	1.378501e+00	1.446870e+00	1.480840e+00	1.505056e+00	1.800000e+00	8.970081e-01	1.466716e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.632710e-05	-6.219837e-05	-1.086495e-04	-2.071577e-04
2.298777949995787e-10	1.800000e+00	1.372676e+00	1.442981e+00	1.477450e+00	1.501826e+00	1.800000e+00	8.940353e-01	1.492465e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.686821e-05	-6.227120e-05	-1.083009e-04	-2.062244e-04
2.348777949995787e-10	1.800000e+00	1.360820e+00	1.435187e+00	1.470703e+00	1.495412e+00	1.800000e+00	8.881490e-01	1.526909e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.798110e-05	-6.243581e-05	-1.075929e-04	-2.043177e-04
2.448777949995787e-10	1.800000e+00	1.336247e+00	1.419526e+00	1.457345e+00	1.482766e+00	1.800000e+00	8.766194e-01	1.571575e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-5.031374e-05	-6.284927e-05	-1.061391e-04	-2.003505e-04
2.648777949995787e-10	1.800000e+00	1.283493e+00	1.387793e+00	1.431184e+00	1.458250e+00	1.800000e+00	8.545833e-01	1.624161e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-5.519346e-05	-6.408506e-05	-1.031510e-04	-1.919049e-04
2.848777949995787e-10	1.800000e+00	1.226441e+00	1.355259e+00	1.405732e+00	1.434778e+00	1.800000e+00	8.338026e-01	1.659761e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-5.890732e-05	-6.606687e-05	-1.004671e-04	-1.836320e-04
3.048777949995787e-10	1.800000e+00	1.166665e+00	1.321532e+00	1.380880e+00	1.412298e+00	1.800000e+00	8.141598e-01	1.684940e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-6.063591e-05	-6.887026e-05	-9.834901e-05	-1.760234e-04
3.248777949995787e-10	1.800000e+00	1.106216e+00	1.286227e+00	1.356474e+00	1.390719e+00	1.800000e+00	7.955363e-01	1.704421e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-6.025956e-05	-7.237023e-05	-9.690477e-05	-1.692208e-04
3.448777949995787e-10	1.800000e+00	1.047086e+00	1.249169e+00	1.332327e+00	1.369921e+00	1.800000e+00	7.777343e-01	1.720054e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-5.799881e-05	-7.587249e-05	-9.628004e-05	-1.635265e-04
3.648777949995786e-10	1.800000e+00	9.909422e-01	1.210464e+00	1.308231e+00	1.349769e+00	1.800000e+00	7.606049e-01	1.732881e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-5.428628e-05	-7.894926e-05	-9.648922e-05	-1.589013e-04
3.848777949995786e-10	1.800000e+00	9.389710e-01	1.170394e+00	1.283993e+00	1.330139e+00	1.800000e+00	7.440520e-01	1.743576e+00	1.800000e+00	1.800000e+00	1.800000e+00	1.800000e+00	-4.964938e-05	-8.133308e-05	-9.742651e-05	-1.551804e-04
